X,Y,Name,description,Power,Latitude,Longitude,Provider
99.5610733,13.99449635,บางจาก ท่าม่วง,6 ม.1 ต.ท่าล้อ อ.ท่าม่วง จ.กาญจนบุรี 71000 PEA VOLTA บางจาก ท่าม่วง #1,50 kW,13.99449635,99.5610733,PEA
99.38988495,18.31063461,บางจาก ห้างฉัตร,141 ม.1 ถ.สายลำปาง-เชียงใหม่ ต.ปงยางคก อ.ห้างฉัตร จ.ลำปาง 52190 PEA VOLTA บางจาก ห้างฉัตร #1,50 kW,18.31063461,99.38988495,PEA
99.13359833,18.87332153,บางจาก ดอยสะเก็ด,480-480/1 ม.3 ถ.ติดทางหลวงจังหวัดสายดอยสะเก็ด-แม่สาย (1019) ต.เชิงดอย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220 PEA VOLTA บางจาก ดอยสะเก็ด #1,50 kW,18.87332153,99.13359833,PEA
98.95011902,18.90111542,บางจาก แม่ริม,197 ม.4 ถ.สายเชียงใหม่-ฝาง ต.แม่สา อ.แม่ริม จ.เชียงใหม่ 50180 PEA VOLTA บางจาก แม่ริม #1,50 kW,18.90111542,98.95011902,PEA
98.75217438,18.4515667,บางจาก ดอยหล่อ,19 ม.23 ต.ดอยหล่อ อ.ดอยหล่อ จ.เชียงใหม่ 50160 PEA VOLTA บางจาก ดอยหล่อ #1,50 kW,18.4515667,98.75217438,PEA
100.2725296,13.78533554,บางจาก สามพราน,18/8 ม.2 ถ.สายปิ่นเกล้า-นครชัยศรี ต.บางเตย อ.สามพราน จ.นครปฐม 73110 (สถานีให้บริการน้ำมันให้บริการในเวลา 5:30-23:00 น.) PEA VOLTA บางจาก สามพราน #1,50 kW,13.78533554,100.2725296,PEA
100.08407593,13.45208073,บางจาก นาโคก (ขาออก),84/7 ม.2 ถ.สายธนบุรี-ปากท่อ ต.นาโคก อ.เมือง จ.สมุทรสาคร 74000 PEA VOLTA บางจาก นาโคก (ขาออก) #1,50 kW,13.45208073,100.08407593,PEA
100.23114014,16.84242058,บางจาก เมืองพิษณุโลก (เซ็นทรัล),68/3 ม.5 ถ.สายพิษณุโลก-สุโขทัย ต.พลายชุมพล อ.เมืองพิษณุโลก จ.พิษณุโลก 65000 PEA VOLTA บางจาก เมืองพิษณุโลก (เซ็นทรัล) #2,50 kW,16.84242058,100.23114014,PEA
99.96103668,12.55186462,หัวหิน,2/7 ถ.เพชรเกษม ต.หนองแก อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110 Tel: 0-3251-2215  Fax :  PEA VOLTA หัวหิน,50 kW,12.55186462,99.96103668,PEA
100.61618805,14.04528141,รังสิต,60 หมู่ 6 ถนนพหลโยธิน ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120 Tel: 02-516-8659  PEA VOLTA รังสิต ,50 kW,14.04528141,100.61618805,PEA
101.4057312,14.69263268,ปากช่อง,171 ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130 Tel: 0-4431-3373   Fax : - PEA VOLTA ปากช่อง,50 kW,14.69263268,101.4057312,PEA
102.83187103,16.51951981,บางจาก เมืองขอนแก่น (มิตรภาพ กม.348),78 ม.1 ถ.มิตรภาพ ต.ศิลา อ.เมือง จ.ขอนแก่น 40000 PEA VOLTA บางจาก เมืองขอนแก่น (มิตรภาพ กม.348) #1,50 kW,16.51951981,102.83187103,PEA
101.27690125,13.57745838,บางจาก แปลงยาว,ตำบล วังเย็น อำเภอแปลงยาว ฉะเชิงเทรา 24190 PEA VOLTA บางจาก แปลงยาว #1,50 kW,13.57745838,101.27690125,PEA
101.05323029,13.70575047,บางจาก เมืองฉะเชิงเทรา,ตำบล วังตะเคียน อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 PEA VOLTA บางจาก เมืองฉะเชิงเทรา #2,50 kW,13.70575047,101.05323029,PEA
97.9343338,18.18301392,แม่สระเรียง,255/33 ตำบล บ้านกาด อำเภอแม่สะเรียง แม่ฮ่องสอน 58110 PEA VOLTA แม่สระเรียง #1,50 kW,18.18301392,97.9343338,PEA
100.72535706,18.56295776,เวียงสา,301 หมู่ที่ 10 ตำบล กลางเวียง อำเภอเวียงสา น่าน 55110 PEA VOLTA เวียงสา #1,50 kW,18.56295776,100.72535706,PEA
100.89305878,19.18110466,ปัว,292 ม.1 ต.ปัว อ.ปัว จ.น่าน 55120 PEA VOLTA ปัว #1,50 kW,19.18110466,100.89305878,PEA
100.07946777,17.60806847,เมืองอุตรดิตถ์,174 บรมอาสน์ ถนน บรมอาสน์ ตำบล ท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000 PEA VOLTA เมืองอุตรดิตถ์ #1,50 kW,17.60806847,100.07946777,PEA
100.78266144,18.79540062,เมืองน่าน,82/15 ถนน มหายศ ตำบล ในเวียง อำเภอเมืองน่าน น่าน 55000 PEA VOLTA เมืองน่าน #1,50 kW,18.79540062,100.78266144,PEA
102.27072144,15.09766102,บางจาก โนนสูง,ตำบล ดอนหวาย อำเภอโนนสูง นครราชสีมา 30160 PEA VOLTA บางจาก โนนสูง #2,50 kW,15.09766102,102.27072144,PEA
103.07962799,14.98336124,บางจาก เมืองบุรีรัมย์ (โฮมโปร),500 หมู่9 ตำบล อิสาณ อำเภอเมืองบุรีรัมย์ บุรีรัมย์ 31000 PEA VOLTA บางจาก เมืองบุรีรัมย์ (โฮมโปร) #1,50 kW,14.98336124,103.07962799,PEA
102.08203125,15.02720547,บางจาก บายพาสโคราช (กม.11 ),ตำบล หนองกระทุ่ม อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA บางจาก บายพาสโคราช (กม.11 ) #1,50 kW,15.02720547,102.08203125,PEA
